,County,Total Cases,Total Cases per 100k,Total Deaths,Total Deaths per 100k,Fully Vaccinated,Daily Case Avg,Daily Case 14-Day change %,Hospitalized Daily Avg,Hosp. Daily per 100k,Hosp. Daily change %,Deaths Daily Avg.,Deaths Daily per 100k
957,Florence ›,17742.0,12829.0,415.0,300.0,31.0,8.0,13.0,12,-42.0,0.3,0.43,28.0
958,Florence ›,501.0,11665.0,12.0,279.0,35.0,16.0,9.0,3,-25.0,0.1,0.08,37.0
959,Florida,829.0,7318.0,184.76028052279247,201.96666666666667,33.0,6.0,17.0,,0.0,0.0,,23.0
960,Floyd ›,856.0,5435.0,22.0,140.0,0.0,1.0,2.0,2,-52.0,0.0,,25.536858475894245
961,Floyd ›,1605.0,10261.0,42.0,269.0,36.0,1.0,5.0,14,-37.0,0.0,,29.0
962,Floyd ›,853.0,14933.0,30.0,525.0,28.0,7.0,17.0,3,-61.0,0.0,,25.0
963,Floyd ›,12029.0,12212.0,229.0,232.0,0.0,20.0,10.0,11,-22.0,0.6,0.28,25.536858475894245
964,Floyd ›,3419.0,9607.0,69.0,194.0,32.0,2.0,12.0,7,-35.0,0.0,,28.0
965,Floyd ›,7682.0,9783.0,183.0,233.0,38.0,2.0,9.0,13,27.0,0.0,,20.0
966,Fluvanna ›,1914.0,7019.0,18.0,66.0,0.0,1.0,6.0,,-100.0,0.0,,25.536858475894245
967,Foard ›,122.0,10563.0,10.0,866.0,28.0,2.0,10.0,12,-3.0,0.0,,20.0
968,Fond du Lac ›,13666.0,13216.0,121.0,117.0,34.0,19.0,21.0,3,-61.0,0.1,0.16,28.0
969,Ford ›,1782.0,13749.0,54.0,417.0,32.0,3.0,24.0,5,-41.0,0.1,1.15,22.0
970,Ford ›,5758.0,17127.0,75.0,223.0,24.0,4.0,7.0,,-100.0,0.3,0.53,29.0
971,Forest ›,1039.0,11539.0,26.0,289.0,41.0,9.0,9.0,4,-8.0,0.0,,34.0
972,Forest ›,1423.0,19636.0,21.0,290.0,53.0,19.0,31.0,14,-20.0,0.1,0.24,26.0
973,Forrest ›,7683.0,10258.0,152.0,203.0,20.0,3.0,4.0,6,29.0,0.0,,30.0
974,Forsyth ›,35824.0,9371.0,378.0,99.0,35.0,10.0,11.0,20,30.0,0.0,,26.0
975,Forsyth ›,22932.0,9389.0,195.0,80.0,0.0,1.0,6.0,,-100.0,0.0,,25.536858475894245
976,Fort Bend ›,67933.0,8369.0,669.0,82.0,39.0,1.0,4.0,,0.0,0.0,,23.0
977,Foster ›,598.0,18629.0,19.0,592.0,39.0,7.0,21.0,15,-2.0,0.0,,22.0
978,Fountain ›,2132.0,13043.0,47.0,288.0,30.0,46.0,22.0,26,7.0,0.4,0.21,23.0
979,Franklin City ›,1130.0,14184.0,32.0,402.0,0.0,8.0,20.0,15,-23.0,0.1,0.36,25.536858475894245
980,Franklin ›,10647.0,10241.0,183.0,176.0,31.0,2.0,10.0,,-100.0,0.0,,31.0
981,Franklin ›,2516.0,5030.0,12.0,24.0,42.0,1.0,10.0,3,-62.0,0.0,,65.0
982,Franklin ›,1692.0,9551.0,39.0,220.0,27.0,1.0,3.0,,0.0,0.0,,32.0
983,Franklin ›,2493.0,12456.0,106.0,530.0,21.0,14.0,20.0,11,-1.0,0.0,,23.0
984,Franklin ›,12372.0,12993.0,111.0,117.0,23.0,3.0,45.0,,-100.0,0.1,1.87,29.0
985,Franklin ›,2556.0,10006.0,43.0,168.0,30.0,0.0,,,-100.0,0.0,,37.0
986,Franklin ›,1333.0,10994.0,18.0,148.0,28.0,6.0,14.0,6,-24.0,0.0,,23.0
987,Franklin ›,4262.0,13590.0,82.0,261.0,25.0,4.0,15.0,9,5.0,0.0,,21.0
988,Franklin ›,1200.0,11917.0,21.0,209.0,36.0,2.0,8.0,5,22.0,0.0,,39.0
989,Franklin ›,126448.0,9603.0,1400.0,106.0,38.0,13.0,10.0,9,-19.0,0.1,0.11,43.0
990,Franklin ›,6880.0,9873.0,51.0,73.0,26.0,3.0,12.0,3,-40.0,0.0,,24.0
991,Franklin ›,15012.0,9683.0,366.0,236.0,28.0,12.0,19.0,31,-11.0,0.0,,35.0
992,Franklin ›,4448.0,11563.0,86.0,224.0,24.0,28.0,14.0,15,19.0,0.0,,40.0
993,Franklin ›,2001.0,4050.0,39.0,79.0,0.0,7.0,13.0,8,46.0,0.0,,25.536858475894245
994,Franklin ›,2690.0,11521.0,52.0,223.0,0.0,54.0,7.0,13,-24.0,2.4,0.32,25.536858475894245
995,Franklin ›,5163.0,12232.0,90.0,213.0,22.0,1.0,9.0,9,-20.0,0.0,,23.0
996,Franklin ›,1294.0,4285.0,14.0,46.0,39.0,15.0,25.0,18,20.0,0.0,,39.0
997,Franklin ›,4061.0,7964.0,47.0,92.0,49.0,1.0,6.0,,-100.0,0.1,1.34,29.0
998,Franklin ›,1200.0,8648.0,16.0,115.0,23.0,1.0,7.0,6,-37.0,0.0,,29.0
999,Franklin ›,838.0,10865.0,23.0,298.0,25.0,3.0,5.0,6,42.0,0.1,0.26,22.0
1000,Franklin ›,1702.0,7479.0,36.0,158.0,19.0,2.0,5.0,13,18.0,0.0,,27.0
1001,Franklin ›,4039.0,7207.0,77.0,137.0,0.0,2.0,7.0,4,-42.0,0.0,,25.536858475894245
1002,Franklin ›,731.0,6816.0,26.0,242.0,20.0,0.0,,,0.0,0.0,,30.0
1003,Franklin ›,242.0,8124.0,4.0,134.0,27.0,1.0,3.0,7,-25.0,0.1,0.69,36.0
1004,Franklin ›,2537.0,3615.0,113.0,161.0,40.0,2.0,15.0,,0.0,0.0,,1.0
1005,Fredericksburg ›,2124.0,7315.0,23.0,79.0,0.0,1.0,8.0,7,-18.0,0.0,,25.536858475894245
1006,Frederick ›,19623.0,7560.0,322.0,124.0,41.0,59.0,10.0,28,-25.0,0.7,0.12,41.0
1007,Frederick ›,7948.0,8899.0,100.0,112.0,0.0,10.0,6.0,8,-10.0,0.1,0.09,25.536858475894245
1008,Freeborn ›,3415.0,11278.0,29.0,96.0,38.0,7.0,14.0,9,-26.0,0.0,,41.0
1009,Freestone ›,1923.0,9753.0,50.0,254.0,17.0,1.0,7.0,,-100.0,0.0,,22.0
1010,Fremont ›,6267.0,13100.0,57.0,119.0,0.0,7.0,29.0,11,-38.0,0.0,,25.536858475894245
1011,Fremont ›,622.0,8937.0,9.0,129.0,36.0,1.0,2.0,,-100.0,0.1,2.08,34.0
1012,Fremont ›,1132.0,8642.0,14.0,107.0,25.0,2.0,5.0,2,-90.0,0.0,,28.0
1013,Fremont ›,5189.0,13217.0,84.0,214.0,35.0,9.0,21.0,,-100.0,0.0,,24.0
1014,Fresno ›,101838.0,10193.0,1688.0,169.0,31.0,17.0,8.0,5,-16.0,0.1,0.07,32.0
1015,Frio ›,2874.0,14153.0,51.0,251.0,22.0,52.0,14.0,12,-21.0,0.9,0.24,31.0
1016,Frontier ›,192.0,7309.0,1.0,38.0,16.0,0.0,,,0.0,0.0,,11.0
1017,Fulton ›,97780.0,9190.0,1388.0,130.0,0.0,1.0,6.0,11,8.0,0.0,,25.536858475894245
1018,Fulton ›,3919.0,11412.0,63.0,183.0,34.0,87.0,12.0,11,18.0,1.3,0.18,35.0
1019,Fulton ›,4251.0,10091.0,69.0,164.0,34.0,4.0,12.0,8,-29.0,0.0,,34.0
1020,Fulton ›,4324.0,8100.0,91.0,170.0,32.0,13.0,14.0,22,1.0,0.0,,38.0
1021,Fulton ›,1956.0,9793.0,40.0,200.0,24.0,2.0,10.0,10,9.0,0.0,,30.0
1022,Fulton ›,1127.0,9033.0,47.0,377.0,18.0,1.0,2.0,6,-3.0,0.0,,29.0
1023,Fulton ›,1317.0,9064.0,15.0,103.0,20.0,49.0,16.0,18,-27.0,0.4,0.14,37.0
1024,Fulton ›,524.0,8779.0,14.0,235.0,28.0,1.0,8.0,8,-29.0,0.1,1.81,20.0
1025,Furnas ›,508.0,10864.0,5.0,107.0,28.0,1.0,9.0,8,-16.0,0.0,,34.0
1026,Gadsden ›,5710.0,12505.0,99.0,217.0,32.0,249.0,18.0,21,-3.0,2.0,0.14,32.0
1027,Gage ›,2185.0,10157.0,19.0,88.0,25.0,1.0,7.0,,0.0,0.0,,23.0
1028,Gaines ›,1444.0,6719.0,43.0,200.0,12.0,0.0,,<1,-87.0,0.1,1.75,23.0
1029,Galax ›,1165.0,18355.0,52.0,819.0,0.0,5.0,28.0,27,-2.0,0.1,0.85,25.536858475894245
1030,Gallatin ›,698.0,7870.0,30.0,338.0,24.0,1.0,5.0,9,-8.0,0.3,1.33,33.0
1031,Gallatin ›,14820.0,12951.0,64.0,56.0,35.0,4.0,9.0,3,-39.0,1.7,3.91,32.0
1032,Gallatin ›,458.0,9486.0,5.0,104.0,33.0,1.0,4.0,,0.0,0.0,,30.0
1033,Gallia ›,2363.0,7904.0,49.0,164.0,30.0,2.0,5.0,4,-60.0,0.0,,25.0
1034,Galveston ›,39683.0,11599.0,417.0,122.0,35.0,7.0,5.0,6,115.0,0.1,0.11,27.0
1035,Garden ›,113.0,6151.0,1.0,54.0,33.0,0.0,,4,-25.0,0.0,,33.0
1036,Garfield ›,5833.0,9712.0,38.0,63.0,0.0,116.0,16.0,7,-39.0,1.1,0.16,25.536858475894245
1037,Garfield ›,80.0,6359.0,2.0,159.0,15.0,0.0,,,0.0,0.0,,25.0
1038,Garfield ›,7802.0,12778.0,130.0,213.0,26.0,3.0,5.0,9,-6.0,0.1,0.3,19.0
1039,Garfield ›,151.0,7669.0,1.0,51.0,21.0,1.0,3.0,,0.0,0.0,,23.0
1040,Garfield ›,469.0,9285.0,10.0,198.0,30.0,1.0,6.0,,-100.0,0.0,,28.0
1041,Garfield ›,122.0,5483.0,5.0,225.0,19.0,42.0,14.0,9,-11.0,0.7,0.25,35.0
1042,Garland ›,10157.0,10220.0,259.0,261.0,26.0,3.0,4.0,4,-52.0,0.0,,21.0
1043,Garrard ›,1530.0,8661.0,35.0,198.0,29.0,2.0,8.0,,0.0,0.0,,48.0
1044,Garrett ›,2010.0,6928.0,63.0,217.0,31.0,6.0,8.0,5,-42.0,0.1,0.2,33.0
1045,Garvin ›,3611.0,13031.0,78.0,281.0,29.0,1.0,5.0,,-100.0,0.0,,29.0
1046,Garza ›,490.0,7866.0,22.0,353.0,23.0,1.0,3.0,,0.0,0.0,,29.0
1047,Gasconade ›,1537.0,10452.0,45.0,306.0,33.0,1.0,11.0,2,-39.0,0.0,,21.0
1048,Gaston ›,26553.0,11826.0,427.0,190.0,25.0,17.0,20.0,15,-6.0,0.0,,27.0
1049,Gates ›,739.0,6392.0,13.0,112.0,26.0,1.0,3.0,,-100.0,0.0,,63.0
1050,Geary ›,3412.0,10774.0,40.0,126.0,27.0,1.0,3.0,5,-25.0,0.0,,22.0
1051,Geauga ›,6721.0,7177.0,148.0,158.0,40.0,1.0,4.0,12,-5.0,0.0,,29.0
1052,Gem ›,1779.0,9822.0,38.0,210.0,24.0,2.0,10.0,,0.0,0.0,,51.0
1053,Genesee ›,5333.0,9310.0,123.0,215.0,36.0,8.0,17.0,6,-2.0,0.3,0.58,39.0
1054,Genesee ›,41001.0,10103.0,908.0,224.0,30.0,22.0,26.0,43,-7.0,0.5,0.6,38.0
1055,Geneva ›,2514.0,9569.0,77.0,293.0,21.0,2.0,5.0,,0.0,0.0,,23.0
1056,Gentry ›,822.0,12510.0,20.0,304.0,28.0,7.0,13.0,4,-24.0,0.0,,21.0
1057,Georgetown ›,6707.0,10700.0,139.0,222.0,35.0,2.0,10.0,6,-51.0,0.0,,17.0
1058,George ›,2480.0,10122.0,48.0,196.0,20.0,2.0,4.0,6,32.0,0.0,,22.0
1059,Gibson ›,6535.0,13301.0,146.0,297.0,23.0,5.0,6.0,11,-15.0,0.0,,33.0
1060,Gibson ›,4365.0,12968.0,95.0,282.0,29.0,8.0,22.0,10,-31.0,0.0,,32.0
1061,Gila ›,6929.0,12827.0,228.0,422.0,39.0,19.0,8.0,8,-7.0,0.3,0.12,29.0
1062,Gilchrist ›,1616.0,8697.0,44.0,237.0,18.0,15.0,8.0,5,-35.0,0.4,0.23,26.0
1063,Giles ›,1280.0,7656.0,22.0,132.0,0.0,1.0,9.0,11,-28.0,0.0,,25.536858475894245
1064,Giles ›,4009.0,13606.0,100.0,339.0,21.0,6.0,9.0,16,-8.0,0.3,0.54,19.0
1065,Gillespie ›,2558.0,9478.0,50.0,185.0,34.0,1.0,6.0,,-100.0,0.0,,26.0
1066,Gilliam ›,63.0,3295.0,1.0,52.0,27.0,2.0,14.0,6,-37.0,0.0,,52.0
1067,Gilmer ›,857.0,10955.0,5.0,64.0,0.0,3.0,40.0,19,-14.0,0.0,,25.536858475894245
1068,Gilmer ›,2993.0,9541.0,84.0,268.0,0.0,1.0,7.0,11,-6.0,0.1,1.2,25.536858475894245
1069,Gilpin ›,241.0,3860.0,3.0,48.0,0.0,0.0,,10,-38.0,0.0,,25.536858475894245
1070,Glacier ›,1535.0,11161.0,42.0,305.0,53.0,1.0,9.0,16,54.0,0.0,,37.0
1071,Glades ›,963.0,6973.0,19.0,138.0,17.0,1.0,3.0,12,-11.0,0.1,0.77,18.0
1072,Gladwin ›,2255.0,8861.0,56.0,220.0,33.0,89.0,22.0,30,-30.0,3.3,0.81,30.0
1073,Glascock ›,267.0,8987.0,19.0,640.0,0.0,1.0,5.0,8,0.0,0.0,,25.536858475894245
1074,Glasscock ›,104.0,7381.0,2.0,142.0,28.0,1.0,2.0,,-100.0,0.0,,37.0
1075,Glenn ›,2918.0,10277.0,25.0,88.0,28.0,36.0,8.0,5,-32.0,0.4,0.1,34.0
1076,Gloucester ›,30216.0,10361.0,628.0,215.0,39.0,43.0,7.0,9,-48.0,1.9,0.31,34.0
1077,Gloucester ›,2197.0,5883.0,48.0,129.0,0.0,1.0,3.0,,-100.0,0.0,,25.536858475894245
1078,Glynn ›,8195.0,9608.0,173.0,203.0,0.0,1.0,8.0,12,-16.0,0.0,,25.536858475894245
1079,Gogebic ›,1386.0,9918.0,50.0,358.0,44.0,18.0,25.0,24,-17.0,0.4,0.61,27.0
1080,Golden Valley ›,56.0,6821.0,2.0,244.0,29.0,0.0,,,0.0,0.0,,15.0
1081,Golden Valley ›,258.0,14651.0,3.0,170.0,20.0,1.0,23.0,,-100.0,0.0,,30.0
1082,Goliad ›,454.0,5928.0,13.0,170.0,27.0,0.0,,9,-15.0,0.0,,29.0
1083,Gonzales ›,2737.0,13135.0,57.0,274.0,28.0,5.0,10.0,9,-15.0,0.0,,29.0
1084,Goochland ›,1442.0,6071.0,23.0,97.0,0.0,1.0,4.0,16,-27.0,0.1,0.61,25.536858475894245
1085,Goodhue ›,4772.0,10298.0,72.0,155.0,43.0,2.0,20.0,,-100.0,0.0,,39.0
1086,Gooding ›,1315.0,8663.0,23.0,152.0,23.0,2.0,7.0,,-100.0,0.0,,22.0
1087,Gordon ›,8222.0,14185.0,116.0,200.0,0.0,5.0,15.0,24,16.0,0.0,,25.536858475894245
1088,Goshen ›,1212.0,9174.0,24.0,182.0,26.0,1.0,8.0,5,8.0,0.0,,26.0
1089,Gosper ›,183.0,9196.0,5.0,251.0,27.0,3.0,5.0,7,-25.0,0.0,,24.0
1090,Gove ›,386.0,14643.0,19.0,721.0,36.0,5.0,4.0,8,8.0,0.0,,39.0
1091,Grady ›,2183.0,8862.0,60.0,244.0,0.0,1.0,5.0,8,-1.0,0.0,,25.536858475894245
1092,Grady ›,5951.0,10658.0,121.0,217.0,22.0,1.0,1.0,,-100.0,0.1,0.33,27.0
1093,Grafton ›,3926.0,4368.0,26.0,29.0,40.0,10.0,11.0,5,-32.0,0.0,,40.0
1094,Graham ›,265.0,10677.0,9.0,363.0,58.0,1.0,3.0,,-100.0,0.0,,21.0
1095,Graham ›,5571.0,14345.0,80.0,206.0,36.0,12.0,9.0,7,5.0,0.2,0.12,46.0
1096,Graham ›,593.0,7025.0,12.0,142.0,28.0,1.0,5.0,5,5.0,0.0,,24.0
1097,Grainger ›,2635.0,11299.0,50.0,214.0,29.0,2.0,7.0,,-100.0,0.0,,20.0
1098,Grand Forks ›,10623.0,15296.0,77.0,111.0,38.0,1.0,34.0,5,-6.0,0.0,,27.0
1099,Grand Isle ›,211.0,2916.0,2.0,28.0,0.0,1.0,19.0,,-100.0,0.0,,25.536858475894245
1100,Grand Traverse ›,6328.0,6798.0,95.0,102.0,46.0,2.0,16.0,15,-42.0,0.0,,34.0
1101,Grand ›,957.0,9811.0,3.0,31.0,33.0,1.0,7.0,,-100.0,0.0,,23.0
1102,Grand ›,1471.0,9349.0,6.0,38.0,0.0,8.0,12.0,4,-60.0,0.0,,25.536858475894245
1103,Granite ›,192.0,5682.0,2.0,59.0,24.0,0.0,,,0.0,0.0,,23.0
1104,Grant ›,2169.0,9688.0,56.0,250.0,22.0,1.0,17.0,,0.0,0.0,,34.0
1105,Grant ›,1649.0,9028.0,32.0,175.0,24.0,1.0,2.0,8,-12.0,0.0,,25.0
1106,Grant ›,209.0,9191.0,7.0,308.0,13.0,0.0,,,-100.0,0.0,,20.0
1107,Grant ›,549.0,12670.0,6.0,138.0,26.0,2.0,4.0,7,-18.0,0.0,,20.0
1108,Grant ›,7484.0,11379.0,181.0,275.0,27.0,10.0,13.0,19,-5.0,0.0,,24.0
1109,Grant ›,1279.0,11056.0,27.0,233.0,0.0,4.0,43.0,7,49.0,0.0,,25.536858475894245
1110,Grant ›,574.0,9612.0,8.0,134.0,39.0,1.0,13.0,16,-30.0,0.1,2.58,43.0
1111,Grant ›,10195.0,10431.0,119.0,122.0,28.0,11.0,24.0,,-100.0,0.1,0.31,21.0
1112,Grant ›,978.0,13678.0,18.0,252.0,28.0,1.0,10.0,130,-2.0,0.0,,32.0
1113,Grant ›,509.0,7070.0,5.0,69.0,31.0,28.0,22.0,7,-25.0,0.3,0.22,30.0
1114,Grant ›,39.0,6260.0,4.0,642.0,10.0,0.0,,13,14.0,0.0,,30.0
1115,Grant ›,2451.0,9777.0,22.0,88.0,26.0,1.0,15.0,8,-29.0,0.0,,39.0
1116,Grant ›,1051.0,14904.0,42.0,596.0,31.0,1.0,10.0,12,-39.0,0.0,,45.0
1117,Grant ›,5691.0,11064.0,92.0,179.0,38.0,4.0,6.0,3,-62.0,0.0,,37.0
1118,Grant ›,1710.0,6334.0,37.0,137.0,38.0,1.0,4.0,,0.0,0.0,,20.0
1119,Granville ›,5946.0,9837.0,82.0,136.0,35.0,16.0,12.0,9,-4.0,0.1,0.11,19.0
1120,Gratiot ›,6852.0,16831.0,118.0,290.0,29.0,5.0,59.0,12,-29.0,0.3,3.48,38.0
1121,Graves ›,4193.0,11252.0,93.0,250.0,25.0,12.0,18.0,7,38.0,0.3,0.44,27.0
1122,Grays Harbor ›,4018.0,5353.0,65.0,87.0,33.0,7.0,14.0,,-100.0,0.0,,28.0
1123,Grayson ›,1465.0,9421.0,35.0,225.0,0.0,4.0,8.0,13,19.0,0.3,0.52,25.536858475894245
1124,Grayson ›,11307.0,8301.0,340.0,250.0,25.0,1.0,4.0,12,-29.0,0.0,,20.0
1125,Grayson ›,2158.0,8166.0,55.0,208.0,28.0,2.0,7.0,13,-7.0,0.0,,24.0
1126,Gray ›,611.0,10204.0,14.0,234.0,25.0,1.0,2.0,9,2.0,0.0,,38.0
1127,Gray ›,2326.0,10628.0,56.0,256.0,21.0,1.0,10.0,7,-28.0,0.0,,35.0
1128,Greeley ›,214.0,9083.0,1.0,42.0,29.0,1.0,5.0,,-100.0,0.0,,33.0
1129,Greeley ›,104.0,8442.0,1.0,81.0,36.0,0.0,,,-100.0,0.0,,33.0
1130,Green Lake ›,2014.0,10649.0,22.0,116.0,36.0,1.0,11.0,2,-76.0,0.0,,35.0
1131,Greenbrier ›,2806.0,8095.0,61.0,176.0,0.0,6.0,14.0,13,-12.0,0.4,1.03,25.536858475894245
1132,Greene ›,6128.0,13520.0,77.0,170.0,24.0,28.0,7.0,12,-21.0,0.6,0.15,33.0
1133,Greene ›,1436.0,11073.0,46.0,355.0,27.0,3.0,17.0,10,8.0,0.1,0.93,26.0
1134,Greene ›,3202.0,8837.0,39.0,108.0,30.0,24.0,16.0,17,-8.0,0.6,0.37,28.0
1135,Greene ›,1306.0,9613.0,33.0,243.0,16.0,3.0,3.0,3,-44.0,0.1,0.17,23.0
1136,Greene ›,29241.0,9977.0,466.0,159.0,29.0,1.0,8.0,,-100.0,0.0,,16.0
1137,Greene ›,7924.0,11473.0,156.0,226.0,28.0,3.0,8.0,10,-15.0,0.0,,24.0
1138,Greene ›,15119.0,8949.0,244.0,144.0,42.0,5.0,7.0,5,-40.0,0.1,0.19,33.0
1139,Greene ›,3354.0,7108.0,75.0,159.0,39.0,41.0,11.0,11,-48.0,0.7,0.19,36.0
1140,Greene ›,776.0,8731.0,10.0,113.0,39.0,0.0,,,0.0,0.0,,37.0
1141,Greene ›,925.0,11404.0,34.0,419.0,27.0,5.0,5.0,17,8.0,0.1,0.14,21.0
1142,Greene ›,1838.0,10031.0,64.0,349.0,0.0,2.0,10.0,11,-18.0,0.0,,25.536858475894245
1143,Greene ›,2806.0,8790.0,89.0,279.0,24.0,1.0,6.0,,-100.0,0.0,,24.0
1144,Greene ›,2335.0,11083.0,44.0,209.0,24.0,6.0,16.0,11,-18.0,0.3,0.76,29.0
1145,Greene ›,1262.0,6368.0,18.0,91.0,0.0,1.0,4.0,8,-39.0,0.0,,25.536858475894245
1146,Greenlee ›,573.0,6033.0,10.0,105.0,29.0,0.0,,6,-10.0,0.0,,29.0
1147,Greensville ›,1577.0,13911.0,25.0,221.0,0.0,3.0,17.0,,0.0,0.0,,25.536858475894245
1148,Greenup ›,3612.0,10291.0,59.0,168.0,27.0,9.0,8.0,13,-7.0,0.4,0.39,33.0
1149,Greenville ›,74423.0,14215.0,1006.0,192.0,31.0,6.0,19.0,6,-7.0,0.1,0.44,24.0
1150,Greenwood ›,589.0,9846.0,11.0,184.0,35.0,0.0,,,0.0,0.0,,36.0
1151,Greenwood ›,8169.0,11536.0,173.0,244.0,31.0,60.0,11.0,5,-31.0,0.9,0.16,31.0
1152,Green ›,3622.0,9800.0,24.0,65.0,43.0,1.0,5.0,2,-68.0,0.1,0.48,42.0
1153,Green ›,1220.0,11151.0,17.0,155.0,26.0,4.0,18.0,,-100.0,0.0,,33.0
1154,Greer ›,585.0,10242.0,21.0,368.0,24.0,1.0,1.0,,0.0,0.3,0.47,26.0
1155,Gregg ›,11176.0,9017.0,353.0,285.0,24.0,1.0,5.0,4,-62.0,0.0,,15.0
1156,Gregory ›,580.0,13859.0,30.0,717.0,31.0,1.0,7.0,17,2.0,0.0,,19.0
1157,Grenada ›,2614.0,12593.0,87.0,419.0,25.0,6.0,4.0,,-100.0,0.0,,23.0
1158,Griggs ›,328.0,14702.0,2.0,90.0,37.0,1.0,23.0,19,2.0,0.0,,22.0
1159,Grimes ›,3725.0,12898.0,70.0,242.0,25.0,8.0,9.0,9,-36.0,0.0,,21.0
1160,Grundy ›,1363.0,11143.0,33.0,270.0,43.0,2.0,7.0,9,-46.0,0.0,,29.0
1161,Grundy ›,5887.0,11531.0,79.0,155.0,29.0,126.0,14.0,11,-12.0,0.9,0.09,40.0
1162,Grundy ›,991.0,10061.0,34.0,345.0,22.0,1.0,8.0,3,-2.0,0.0,,17.0
1163,Grundy ›,1795.0,13369.0,34.0,253.0,15.0,21.0,6.0,13,-22.0,0.4,0.13,24.0
1164,Guadalupe ›,656.0,15256.0,9.0,209.0,14.0,4.0,43.0,6,-15.0,0.0,,19.0
1165,Guadalupe ›,14800.0,8870.0,212.0,127.0,28.0,1.0,5.0,,-100.0,0.1,2.48,19.0
1166,Guayama,1072.0,2712.0,184.76028052279247,201.96666666666667,26.0,1.0,3.0,,0.0,0.0,,23.0
1167,Guayanilla,551.0,3110.0,184.76028052279247,201.96666666666667,27.0,1.0,5.0,,0.0,0.0,,28.0
1168,Guaynabo,5223.0,6234.0,184.76028052279247,201.96666666666667,37.0,8.0,11.0,,0.0,0.0,,26.0
1169,Guernsey ›,3173.0,8162.0,53.0,136.0,30.0,2.0,7.0,4,-52.0,0.1,0.44,30.0
1170,Guilford ›,47358.0,8816.0,701.0,130.0,35.0,27.0,8.0,10,-13.0,0.4,0.13,42.0
1171,Gulf ›,1970.0,14444.0,43.0,315.0,27.0,173.0,22.0,16,2.0,1.1,0.15,35.0
1172,Gunnison ›,1336.0,7651.0,6.0,34.0,0.0,2.0,16.0,,-100.0,0.0,,25.536858475894245
1173,Gurabo,2466.0,5353.0,184.76028052279247,201.96666666666667,26.0,3.0,8.0,,0.0,0.0,,37.0
1174,Guthrie ›,1215.0,11367.0,30.0,281.0,39.0,3.0,7.0,,-100.0,0.0,,37.0
1175,Guánica,312.0,2006.0,184.76028052279247,201.96666666666667,26.0,0.0,,,0.0,0.0,,54.0
1176,Gwinnett ›,101783.0,10871.0,1158.0,124.0,0.0,3.0,5.0,11,-19.0,0.1,0.25,25.536858475894245
1177,Haakon ›,263.0,13849.0,10.0,527.0,20.0,1.0,7.0,10,37.0,0.0,,21.0
1178,Habersham ›,5185.0,11439.0,161.0,355.0,0.0,66.0,7.0,12,-23.0,1.1,0.12,25.536858475894245
1179,Haines Borough ›,28.0,1107.0,0.0,201.96666666666667,54.0,0.0,,,0.0,0.0,,57.0
1180,Hale ›,6126.0,18338.0,155.0,464.0,22.0,5.0,52.0,8,-15.0,0.3,2.82,33.0
1181,Hale ›,2232.0,15234.0,77.0,526.0,34.0,49.0,22.0,13,2.0,0.1,0.07,19.0
1182,Halifax ›,5590.0,11178.0,112.0,224.0,30.0,22.0,16.0,7,-14.0,0.6,0.42,21.0
1183,Halifax ›,2810.0,8286.0,77.0,227.0,0.0,3.0,15.0,8,-36.0,0.0,,25.536858475894245
1184,Hall ›,27499.0,13451.0,471.0,230.0,0.0,10.0,14.0,9,-5.0,0.2,0.24,25.536858475894245
1185,Hall ›,7840.0,12779.0,118.0,192.0,28.0,21.0,7.0,8,-13.0,0.1,0.04,43.0
1186,Hall ›,470.0,15857.0,14.0,472.0,30.0,3.0,20.0,6,-49.0,0.1,0.84,25.0
1187,Hamblen ›,8631.0,13292.0,173.0,266.0,23.0,29.0,6.0,12,-18.0,0.3,0.06,34.0
1188,Hamilton ›,1629.0,11291.0,25.0,173.0,18.0,11.0,14.0,12,-18.0,0.6,0.77,20.0
1189,Hamilton ›,771.0,9112.0,27.0,319.0,31.0,1.0,5.0,,0.0,0.0,,23.0
1190,Hamilton ›,962.0,10317.0,18.0,193.0,30.0,1.0,8.0,,-100.0,0.0,,30.0
1191,Hamilton ›,80284.0,9821.0,1206.0,148.0,40.0,60.0,11.0,8,-42.0,0.3,0.05,36.0
1192,Hamilton ›,1798.0,12171.0,49.0,332.0,42.0,2.0,10.0,,-100.0,0.0,,45.0
1193,Hamilton ›,833.0,10264.0,18.0,222.0,24.0,2.0,8.0,12,70.0,0.0,,24.0
1194,Hamilton ›,35741.0,10574.0,426.0,126.0,41.0,3.0,5.0,10,0.0,0.0,,41.0
1195,Hamilton ›,44708.0,12155.0,496.0,135.0,32.0,2.0,9.0,11,-33.0,0.0,,33.0
1196,Hamilton ›,202.0,7956.0,1.0,39.0,22.0,0.0,,,0.0,0.0,,33.0
1197,Hamilton ›,307.0,6952.0,2.0,45.0,65.0,862.0,10.0,14,-41.0,29.4,0.35,37.0
1198,Hamlin ›,797.0,12930.0,39.0,633.0,23.0,1.0,5.0,,-100.0,0.0,,27.0
1199,Hampden ›,51600.0,11064.0,1504.0,322.0,32.0,55.0,11.0,5,-35.0,1.3,0.25,40.0
1200,Hampshire ›,9079.0,5645.0,294.0,183.0,38.0,11.0,7.0,2,-76.0,0.0,,38.0
